employee_id,date,employee_department,employee_campus,employee_position,employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,employee_origin_country,behavioral_group,is_malicious,risk_travel_indicator,num_print_commands,total_printed_pages,num_print_commands_off_hours,num_printed_pages_off_hours,num_color_prints,num_bw_prints,ratio_color_prints,printed_from_other,print_campuses,num_burn_requests,max_request_classification,avg_request_classification,num_burn_requests_off_hours,total_burn_volume_mb,total_files_burned,burned_from_other,burn_campuses,is_abroad,trip_day_number,country_name,is_hostile_country_trip,is_official_trip,is_origin_country_trip,num_entries,num_exits,first_entry_time,last_exit_time,total_presence_minutes,entered_during_night_hours,num_unique_campus,early_entry_flag,late_exit_flag,entry_during_weekend
1,06/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:12,16:54,462,0,1,0,0,0
1,07/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:31,19:42,730,0,1,0,0,0
1,08/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:07,17:45,577,0,1,0,0,0
1,09/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:47,18:59,611,0,1,0,0,0
1,10/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,11/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,12/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,13/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:51,13:51,240,0,1,0,0,0
1,14/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,08:59,19:45,645,0,1,0,0,0
1,15/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,922,33,0,1,0,,,0,0,0,1,1,08:26,14:13,347,0,1,0,0,0
1,16/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,17/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,France,0,0,0,0,0,,,0,0,0,0,0,0
1,18/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,France,0,0,0,0,0,,,0,0,0,0,0,0
1,19/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,France,0,0,0,0,0,,,0,0,0,0,0,0
1,20/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,France,0,0,0,0,0,,,0,0,0,0,0,0
1,21/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,France,0,0,0,0,0,,,0,0,0,0,0,0
1,22/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,France,0,0,0,0,0,,,0,0,0,0,0,0
1,23/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,France,0,0,0,0,0,,,0,0,0,0,0,0
1,24/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,France,0,0,0,0,0,,,0,0,0,0,0,0
1,25/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,France,0,0,0,0,0,,,0,0,0,0,0,0
1,26/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,France,0,0,0,0,0,,,0,0,0,0,0,0
1,27/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,France,0,0,0,0,0,,,0,0,0,0,0,0
1,28/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,France,0,0,0,0,0,,,0,0,0,0,0,0
1,29/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,09:56,16:53,416,0,1,0,0,0
1,30/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,08:52,18:22,569,0,1,0,0,0
1,31/01/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,01/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,02/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,2,0,0,0,2,0.132378225,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,03/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,07:14,20:01,767,0,1,0,0,0
1,04/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,1,0,0,0,1,0.130550393,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:29,17:06,577,0,1,0,0,0
1,05/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:06,15:38,452,0,1,0,0,0
1,06/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2006,30,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,07/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,819,32,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,08/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,09/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,10/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,08:56,15:16,380,0,1,0,0,0
1,11/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,08:41,17:43,541,0,1,0,0,0
1,12/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:03,18:07,604,0,1,0,0,0
1,13/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,09:15,19:03,587,0,1,0,0,0
1,14/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,15/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,16/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,17/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,2,0,0,0,2,0.081134407,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:22,17:20,538,0,1,0,0,0
1,18/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1851,48,0,1,0,,,0,0,0,1,1,09:19,18:49,569,0,1,0,0,0
1,19/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:16,18:23,607,0,1,0,0,0
1,20/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,1,0,0,0,1,0.005865364,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,11:32,22:13,641,0,1,0,0,0
1,21/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,22/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,2,2,1.5,0,2383,40,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,23/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,3,2,1.666666667,0,1125,26,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,24/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:00,17:34,634,0,1,0,0,0
1,25/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:49,17:52,483,0,1,0,0,0
1,26/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,4,0,0,0,4,0.048406801,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:19,18:26,607,0,1,0,0,0
1,27/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:07,18:09,542,0,1,0,0,0
1,28/02/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,01/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,02/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,03/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,10:15,15:05,289,0,1,0,0,0
1,04/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,09:18,16:04,406,0,1,0,0,0
1,05/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:03,18:44,580,0,1,0,0,0
1,06/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,07/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,08/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,09/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,10/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:50,17:47,477,0,1,0,0,0
1,11/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,3549,27,0,1,0,,,0,0,0,1,1,08:28,18:21,593,0,1,0,0,0
1,12/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:32,16:14,522,0,1,0,0,0
1,13/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,4,0,0,0,4,0.136744408,0,1,1,3,3,0,14383,29,0,1,0,,,0,0,0,1,1,09:11,17:52,521,0,1,0,0,0
1,14/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,15/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,2,0,0,0,2,0.050373172,1,2,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,16/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,17/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:14,19:13,719,0,1,0,0,0
1,18/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,1,0,0,0,1,0.028598212,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:44,16:56,492,0,1,0,0,0
1,19/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,2,0,0,0,2,0.239643189,1,2,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:41,19:18,696,0,1,0,0,0
1,20/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:13,18:58,645,0,1,0,0,0
1,21/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,1,0,0,0,1,0.143774919,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,22/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,23/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,24/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:38,14:47,429,0,1,0,0,0
1,25/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2,2,09:45,16:52,427,0,1,0,0,0
1,26/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:35,18:02,567,0,1,0,0,0
1,27/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:17,14:25,308,0,1,0,0,0
1,28/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,695,48,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,29/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,1,0,0,0,1,0.216847438,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,30/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,31/03/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,10:03,14:24,261,0,1,0,0,0
1,01/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:51,20:15,684,0,1,0,0,0
1,02/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,03/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:05,19:00,654,0,1,0,0,0
1,04/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,05/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,06/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,07/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,799,33,0,1,0,,,0,0,0,2,2,09:48,18:48,540,0,1,0,0,0
1,08/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:59,18:58,659,0,1,0,0,0
1,09/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:54,18:14,560,0,1,0,0,0
1,10/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,3,0,0,0,3,0.087890711,0,1,2,3,2.5,0,717,32,0,1,0,,,0,0,0,1,1,09:14,19:36,622,0,1,0,0,0
1,11/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,1,0,0,0,1,0.251765759,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,12/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,13/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,3,0,0,0,3,0.048810611,0,1,1,1,1,0,468,31,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,14/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,10:31,16:13,342,0,1,0,0,0
1,15/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,2,0,0,0,2,0.005137957,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,08:35,17:57,561,0,1,0,0,0
1,16/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,07:47,20:39,772,0,1,0,0,0
1,17/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1,09:13,21:21,728,0,1,0,0,0
1,18/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,1,3,0,0,0,3,0.110605123,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
1,19/04/2025,Engineering Department,Campus B,Systems Engineer,11,0,3,1,0,1,Other,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0
